disease,pgs_id,family,trait,pgs_auc,module_auc,margin,is_clean
Type2_Diabetes,PGS005031,Type_2_Diabetes,Type 2 diabetes (T2D) (PheCode 250.2),0.6198,0.9331,0.3133,False
Type2_Diabetes,PGS003109,Type_2_Diabetes,Type 2 diabetes (T2D),0.62,0.9331,0.3131,True
Type2_Diabetes,PGS004499,Type_2_Diabetes,Type 2 diabetes (T2D),0.62,0.9331,0.3131,True
Type2_Diabetes,PGS005023,Type_2_Diabetes,Type 2 diabetes (T2D) (PheCode 250.2),0.6204,0.9331,0.3127,False
Type2_Diabetes,PGS004122,Type_2_Diabetes,Type 2 diabetes (T2D),0.6209,0.9331,0.3122,True
Type2_Diabetes,PGS005030,Type_2_Diabetes,Type 2 diabetes (T2D) (PheCode 250.2),0.6219,0.9331,0.3112,False
Type2_Diabetes,PGS002733,Type_2_Diabetes,Type 2 diabetes (T2D),0.6225,0.9331,0.3106,True
Type2_Diabetes,PGS003114,Type_2_Diabetes,Type 2 diabetes (T2D),0.6236,0.9331,0.3095,True
Type2_Diabetes,PGS003867,Type_2_Diabetes,Type 2 diabetes (T2D),0.625,0.9331,0.3081,True
Type2_Diabetes,PGS003113,Type_2_Diabetes,Type 2 diabetes (T2D),0.6261,0.9331,0.307,True
Type2_Diabetes,PGS004225,Type_2_Diabetes,Type 2 diabetes,0.6261,0.9331,0.307,True
Type2_Diabetes,PGS003102,Type_2_Diabetes,Type 2 diabetes (T2D),0.6283,0.9331,0.3048,True
Type2_Diabetes,PGS003117,Type_2_Diabetes,Type 2 diabetes (T2D),0.6285,0.9331,0.3046,True
Type2_Diabetes,PGS003752,Type_2_Diabetes,Type 2 diabetes (T2D),0.6301,0.9331,0.303,True
Type2_Diabetes,PGS000712,Type_2_Diabetes,T2D (cases vs HbA1c filtered controls),0.6311,0.9331,0.302,True
Type2_Diabetes,PGS005244,Type_2_Diabetes,Type 2 diabetes (T2D),0.6339,0.9331,0.2992,True
Type2_Diabetes,PGS002720,Type_2_Diabetes,Type 2 diabetes (T2D),0.6343,0.9331,0.2988,True
Type2_Diabetes,PGS003094,Type_2_Diabetes,Type 2 diabetes (T2D),0.6352,0.9331,0.2979,True
Type2_Diabetes,PGS003751,Type_2_Diabetes,Type 2 diabetes (T2D),0.6402,0.9331,0.2929,True
Type2_Diabetes,PGS001294,Type_2_Diabetes,Non-insulin-dependent diabetes (time-to-event),0.6412,0.9331,0.2919,True
Type2_Diabetes,PGS000852,Type_2_Diabetes,Type 2 diabetes (based on SNPs associated with insulin secretion),0.6424,0.9331,0.2907,True
Type2_Diabetes,PGS005242,Type_2_Diabetes,Type 2 diabetes (T2D),0.6437,0.9331,0.2894,True
Type2_Diabetes,PGS003098,Type_2_Diabetes,Type 2 diabetes (T2D),0.6452,0.9331,0.2879,True
Type2_Diabetes,PGS005327,Type_2_Diabetes,Type 2 Diabetes Mellitus,0.6463,0.9331,0.2868,True
Type2_Diabetes,PGS000808,Type_2_Diabetes,Type 2 diabetes (T2D),0.6484,0.9331,0.2847,True
Type2_Diabetes,PGS005115,Type_2_Diabetes,Type 2 diabetes (T2D),0.6493,0.9331,0.2838,True
Type2_Diabetes,PGS003118,Type_2_Diabetes,Type 2 diabetes (T2D),0.65,0.9331,0.2831,True
Type2_Diabetes,PGS004106,Type_2_Diabetes,Type 2 diabetes (T2D),0.6572,0.9331,0.2759,True
Type2_Diabetes,PGS004314,Type_2_Diabetes,Type 2 diabetes (T2D),0.6589,0.9331,0.2742,True
Type2_Diabetes,PGS002622,Type_2_Diabetes,Type 2 diabetes (T2D),0.6602,0.9331,0.2729,True
Type2_Diabetes,PGS003103,Type_2_Diabetes,Type 2 diabetes (T2D),0.6624,0.9331,0.2707,True
Type2_Diabetes,PGS004839,Type_2_Diabetes,Type 2 diabetes (T2D),0.6642,0.9331,0.2689,True
Type2_Diabetes,PGS000014,Type_2_Diabetes,Type 2 diabetes (T2D),0.6683,0.9331,0.2648,True
Type2_Diabetes,PGS004868,Type_2_Diabetes,Type 2 diabetes (T2D),0.6813,0.9331,0.2518,True
Type2_Diabetes,PGS000032,Type_2_Diabetes,Type 2 diabetes (based on SNPs involved in β-cell function),0.6885,0.9331,0.2446,True
Type2_Diabetes,PGS003444,Type_2_Diabetes,Type 2 diabetes (T2D),0.6886,0.9331,0.2445,True
