disease,pgs_id,family,trait,pgs_auc,module_auc,margin,is_clean
Coronary_Artery,PGS000747,Coronary_Artery_Disease,Coronary artery disease,0.6131,0.9534,0.3403,True
Coronary_Artery,PGS000013,Coronary_Artery_Disease,Coronary artery disease,0.6177,0.9534,0.3357,True
Coronary_Artery,PGS001261,Coronary_Artery_Disease,Angina pectoris (time-to-event),0.6204,0.9534,0.333,True
Coronary_Artery,PGS000011,Coronary_Artery_Disease,Coronary artery disease,0.6209,0.9534,0.3325,True
Coronary_Artery,PGS001260,Coronary_Artery_Disease,Angina,0.6218,0.9534,0.3316,True
Coronary_Artery,PGS000703,Coronary_Artery_Disease,Angina,0.623,0.9534,0.3304,True
Coronary_Artery,PGS001780,Coronary_Artery_Disease,Coronary heart disease,0.6252,0.9534,0.3282,True
Coronary_Artery,PGS004200,Coronary_Artery_Disease,Coronary artery disease,0.626,0.9534,0.3274,True
Coronary_Artery,PGS003355,Coronary_Artery_Disease,Coronary artery disease,0.6263,0.9534,0.3271,True
Coronary_Artery,PGS005092,Coronary_Artery_Disease,Coronary artery disease,0.6273,0.9534,0.3261,True
Coronary_Artery,PGS004596,Coronary_Artery_Disease,Coronary heart disease,0.6365,0.9534,0.3169,True
Coronary_Artery,PGS001839,Coronary_Artery_Disease,Coronary atherosclerosis,0.6389,0.9534,0.3145,True
Coronary_Artery,PGS000749,Coronary_Artery_Disease,Coronary artery disease,0.6393,0.9534,0.3141,True
Coronary_Artery,PGS000748,Coronary_Artery_Disease,Coronary artery disease,0.6411,0.9534,0.3123,True
Coronary_Artery,PGS004925,Coronary_Artery_Disease,Coronary heart disease,0.6428,0.9534,0.3106,True
Coronary_Artery,PGS005042,Coronary_Artery_Disease,Myocardial infarction (PheCode 411.2),0.6436,0.9534,0.3098,False
Coronary_Artery,PGS004528,Coronary_Artery_Disease,I21 (Acute myocardial infarction),0.6446,0.9534,0.3088,True
Coronary_Artery,PGS000746,Coronary_Artery_Disease,Coronary artery disease,0.6482,0.9534,0.3052,True
Coronary_Artery,PGS000058,Coronary_Artery_Disease,Coronary artery disease,0.6489,0.9534,0.3045,True
Coronary_Artery,PGS001262,Coronary_Artery_Disease,Vascular/heart problems diagnosed by doctor Angina,0.6492,0.9534,0.3042,True
Coronary_Artery,PGS005322,Coronary_Artery_Disease,Coronary artery disease (Endothelial cell-related),0.6505,0.9534,0.3029,True
Coronary_Artery,PGS000798,Coronary_Artery_Disease,Coronary heart disease,0.6524,0.9534,0.301,True
Coronary_Artery,PGS000116,Coronary_Artery_Disease,Coronary artery disease,0.6538,0.9534,0.2996,True
Coronary_Artery,PGS004698,Coronary_Artery_Disease,Coronary heart disease,0.6538,0.9534,0.2996,True
Coronary_Artery,PGS002809,Coronary_Artery_Disease,Coronary artery disease,0.6546,0.9534,0.2988,True
Coronary_Artery,PGS002775,Coronary_Artery_Disease,Incident coronary artery disease,0.6551,0.9534,0.2983,True
Coronary_Artery,PGS000296,Coronary_Artery_Disease,Coronary artery disease,0.6554,0.9534,0.298,True
Coronary_Artery,PGS002776,Coronary_Artery_Disease,Incident coronary artery disease,0.6562,0.9534,0.2972,True
Coronary_Artery,PGS002048,Coronary_Artery_Disease,Coronary atherosclerosis,0.6585,0.9534,0.2949,True
Coronary_Artery,PGS005056,Coronary_Artery_Disease,Angina pectoris (PheCode 411.3),0.6589,0.9534,0.2945,False
Coronary_Artery,PGS001355,Coronary_Artery_Disease,Coronary artery disease,0.6608,0.9534,0.2926,True
Coronary_Artery,PGS000962,Coronary_Artery_Disease,Chronic ischaemic heart disease (time-to-event),0.6623,0.9534,0.2911,True
Coronary_Artery,PGS004196,Coronary_Artery_Disease,Coronary artery disease,0.6655,0.9534,0.2879,True
Coronary_Artery,PGS003438,Coronary_Artery_Disease,Coronary artery disease,0.6676,0.9534,0.2858,True
Coronary_Artery,PGS004305,Coronary_Artery_Disease,Coronary artery disease,0.6684,0.9534,0.285,True
Coronary_Artery,PGS005051,Coronary_Artery_Disease,Angina pectoris (PheCode 411.3),0.6684,0.9534,0.285,False
Coronary_Artery,PGS004745,Coronary_Artery_Disease,Coronary artery disease,0.6692,0.9534,0.2842,True
Coronary_Artery,PGS004199,Coronary_Artery_Disease,Coronary artery disease,0.6704,0.9534,0.283,True
Coronary_Artery,PGS005143,Coronary_Artery_Disease,Coronary artery disease,0.6712,0.9534,0.2822,True
Coronary_Artery,PGS004306,Coronary_Artery_Disease,Coronary artery disease,0.6716,0.9534,0.2818,True
Coronary_Artery,PGS003446,Coronary_Artery_Disease,Coronary artery disease,0.6722,0.9534,0.2812,True
Coronary_Artery,PGS003866,Coronary_Artery_Disease,Coronary artery disease,0.6723,0.9534,0.2811,True
Coronary_Artery,PGS004743,Coronary_Artery_Disease,Coronary artery disease,0.6762,0.9534,0.2772,True
Coronary_Artery,PGS005047,Coronary_Artery_Disease,Angina pectoris (PheCode 411.3),0.6767,0.9534,0.2767,False
Coronary_Artery,PGS004321,Coronary_Artery_Disease,Coronary heart disease,0.6788,0.9534,0.2746,True
Coronary_Artery,PGS004457,Coronary_Artery_Disease,I20 (Angina pectoris),0.6815,0.9534,0.2719,True
Coronary_Artery,PGS005293,Coronary_Artery_Disease,Coronary artery disease,0.6842,0.9534,0.2692,True
Coronary_Artery,PGS005294,Coronary_Artery_Disease,Coronary artery disease,0.6842,0.9534,0.2692,True
Coronary_Artery,PGS000329,Coronary_Artery_Disease,Coronary heart disease,0.685,0.9534,0.2684,True
Coronary_Artery,PGS004197,Coronary_Artery_Disease,Coronary artery disease,0.6869,0.9534,0.2665,True
Coronary_Artery,PGS000337,Coronary_Artery_Disease,Coronary artery disease,0.6934,0.9534,0.26,True
Coronary_Artery,PGS004879,Coronary_Artery_Disease,Coronary heart disease,0.694,0.9534,0.2594,True
Coronary_Artery,PGS005295,Coronary_Artery_Disease,Coronary artery disease,0.694,0.9534,0.2594,True
Coronary_Artery,PGS004198,Coronary_Artery_Disease,Coronary artery disease,0.6961,0.9534,0.2573,True
Coronary_Artery,PGS005236,Coronary_Artery_Disease,Coronary artery disease,0.6975,0.9534,0.2559,True
Coronary_Artery,PGS004746,Coronary_Artery_Disease,Coronary artery disease,0.6984,0.9534,0.255,True
Coronary_Artery,PGS005041,Coronary_Artery_Disease,Myocardial infarction (PheCode 411.2),0.6989,0.9534,0.2545,False
Coronary_Artery,PGS005112,Coronary_Artery_Disease,Coronary artery disease,0.7009,0.9534,0.2525,True
Coronary_Artery,PGS005296,Coronary_Artery_Disease,Coronary artery disease,0.7009,0.9534,0.2525,True
Coronary_Artery,PGS005298,Coronary_Artery_Disease,Coronary artery disease,0.7009,0.9534,0.2525,True
Coronary_Artery,PGS005297,Coronary_Artery_Disease,Coronary artery disease,0.7033,0.9534,0.2501,True
Coronary_Artery,PGS003356,Coronary_Artery_Disease,Coronary artery disease,0.7038,0.9534,0.2496,True
Coronary_Artery,PGS003727,Coronary_Artery_Disease,Coronary artery disease,0.7044,0.9534,0.249,True
Coronary_Artery,PGS004888,Coronary_Artery_Disease,Coronary artery diseae,0.7078,0.9534,0.2456,True
Coronary_Artery,PGS004237,Coronary_Artery_Disease,Coronary Artery Disease,0.7091,0.9534,0.2443,True
Coronary_Artery,PGS004744,Coronary_Artery_Disease,Coronary artery disease,0.7135,0.9534,0.2399,True
Coronary_Artery,PGS005049,Coronary_Artery_Disease,Angina pectoris (PheCode 411.3),0.7154,0.9534,0.238,False
Coronary_Artery,PGS005057,Coronary_Artery_Disease,Angina pectoris (PheCode 411.3),0.7199,0.9534,0.2335,False
Coronary_Artery,PGS004941,Coronary_Artery_Disease,Coronary artery disease,0.7349,0.9534,0.2185,True
Coronary_Artery,PGS004697,Coronary_Artery_Disease,Coronary heart disease,0.7354,0.9534,0.218,True
Coronary_Artery,PGS005055,Coronary_Artery_Disease,Angina pectoris (PheCode 411.3),0.7409,0.9534,0.2125,False
Coronary_Artery,PGS003725,Coronary_Artery_Disease,Coronary artery disease,0.741,0.9534,0.2124,True
Coronary_Artery,PGS003726,Coronary_Artery_Disease,Coronary artery disease,0.743,0.9534,0.2104,True
Coronary_Artery,PGS005034,Coronary_Artery_Disease,Myocardial infarction (PheCode 411.2),0.7501,0.9534,0.2033,False
Coronary_Artery,PGS005059,Coronary_Artery_Disease,Angina pectoris (PheCode 411.3),0.776,0.9534,0.1774,False
Coronary_Artery,PGS005040,Coronary_Artery_Disease,Myocardial infarction (PheCode 411.2),0.778,0.9534,0.1754,False
Coronary_Artery,PGS005053,Coronary_Artery_Disease,Angina pectoris (PheCode 411.3),0.7838,0.9534,0.1696,False
Coronary_Artery,PGS005058,Coronary_Artery_Disease,Angina pectoris (PheCode 411.3),0.8016,0.9534,0.1518,False
Coronary_Artery,PGS005035,Coronary_Artery_Disease,Myocardial infarction (PheCode 411.2),0.8061,0.9534,0.1473,False
Coronary_Artery,PGS005054,Coronary_Artery_Disease,Angina pectoris (PheCode 411.3),0.8479,0.9534,0.1055,False
Coronary_Artery,PGS005052,Coronary_Artery_Disease,Angina pectoris (PheCode 411.3),0.8558,0.9534,0.0976,False
Coronary_Artery,PGS005048,Coronary_Artery_Disease,Angina pectoris (PheCode 411.3),0.8673,0.9534,0.0861,False
Longevity,PGS002795,Longevity,Longevity (>90th survival percentile),0.532,1.0,0.468,True
Longevity,PGS000906,Longevity,Longevity,0.5337,1.0,0.4663,True
Parkinsons,PGS001774,Parkinsons_Disease,Parkinson's disease,0.5364,1.0,0.4636,True
Parkinsons,PGS000777,Parkinsons_Disease,Parkinson's disease dementia,0.5382,1.0,0.4618,True
Parkinsons,PGS000902,Parkinsons_Disease,Parkinson's disease,0.5388,1.0,0.4612,True
Parkinsons,PGS001353,Parkinsons_Disease,Parkinson's disease,0.545,1.0,0.455,True
Parkinsons,PGS000123,Parkinsons_Disease,Parkinson's disease,0.5696,1.0,0.4304,True
Parkinsons,PGS000903,Parkinsons_Disease,Parkinson's disease,0.5793,1.0,0.4207,True
Parkinsons,PGS000211,Parkinsons_Disease,Parkinson's disease,0.5872,1.0,0.4128,True
Parkinsons,PGS000056,Parkinsons_Disease,Parkinson's disease,0.5935,1.0,0.4065,True
Parkinsons,PGS003763,Parkinsons_Disease,Parkinson's disease,0.6439,1.0,0.3561,True
Parkinsons,PGS000750,Parkinsons_Disease,Parkinson's disease,0.6668,1.0,0.3332,True
Parkinsons,PGS004924,Parkinsons_Disease,Parkinson's disease,0.9104,1.0,0.0896,True
Type2_Diabetes,PGS000807,Type_2_Diabetes,Type 2 diabetes (T2D),0.5032,0.9331,0.4299,True
Type2_Diabetes,PGS005118,Type_2_Diabetes,Type 2 diabetes (T2D),0.5037,0.9331,0.4294,True
Type2_Diabetes,PGS000850,Type_2_Diabetes,Type 2 diabetes (based on SNPs associated with insulin action),0.5038,0.9331,0.4293,True
Type2_Diabetes,PGS005108,Type_2_Diabetes,Type 2 diabetes (T2D),0.5038,0.9331,0.4293,True
Type2_Diabetes,PGS002426,Type_2_Diabetes,Type 2 diabetes (T2D),0.504,0.9331,0.4291,True
Type2_Diabetes,PGS003735,Type_2_Diabetes,Type 2 diabetes (T2D),0.5045,0.9331,0.4286,True
Type2_Diabetes,PGS000729,Type_2_Diabetes,Type 2 diabetes (T2D),0.5048,0.9331,0.4283,True
Type2_Diabetes,PGS003734,Type_2_Diabetes,Type 2 diabetes (T2D),0.5054,0.9331,0.4277,True
Type2_Diabetes,PGS000851,Type_2_Diabetes,Type 2 diabetes (based on SNPs associated with insulin action/secretion),0.506,0.9331,0.4271,True
Type2_Diabetes,PGS005119,Type_2_Diabetes,Type 2 diabetes (T2D),0.5062,0.9331,0.4269,True
Type2_Diabetes,PGS005116,Type_2_Diabetes,Type 2 diabetes (T2D),0.5064,0.9331,0.4267,True
Type2_Diabetes,PGS003123,Type_2_Diabetes,Type 2 diabetes (T2D),0.5066,0.9331,0.4265,True
Type2_Diabetes,PGS000858,Type_2_Diabetes,Type 2 diabetes (based on SNPs associated with proinsulin levels),0.5081,0.9331,0.425,True
Type2_Diabetes,PGS001781,Type_2_Diabetes,Type 2 diabetes (T2D),0.5083,0.9331,0.4248,True
Type2_Diabetes,PGS002243,Type_2_Diabetes,Type 2 diabetes (T2D),0.5085,0.9331,0.4246,True
Type2_Diabetes,PGS000033,Type_2_Diabetes,Type 2 diabetes (based on SNPs involved in insulin resistance),0.5088,0.9331,0.4243,True
Type2_Diabetes,PGS000330,Type_2_Diabetes,Type 2 diabetes (T2D),0.5094,0.9331,0.4237,True
Type2_Diabetes,PGS003730,Type_2_Diabetes,Type 2 diabetes (T2D),0.5133,0.9331,0.4198,True
Type2_Diabetes,PGS000848,Type_2_Diabetes,Type 2 diabetes (based on SNPs associated with adiposity),0.514,0.9331,0.4191,True
Type2_Diabetes,PGS005147,Type_2_Diabetes,Type 2 diabetes (T2D),0.5196,0.9331,0.4135,True
Type2_Diabetes,PGS005314,Type_2_Diabetes,Type 2 diabetes (T2D),0.5198,0.9331,0.4133,True
Type2_Diabetes,PGS000036,Type_2_Diabetes,Type 2 diabetes (T2D),0.5199,0.9331,0.4132,True
Type2_Diabetes,PGS003733,Type_2_Diabetes,Type 2 diabetes (T2D),0.5202,0.9331,0.4129,True
Type2_Diabetes,PGS000849,Type_2_Diabetes,Type 2 diabetes (based on SNPs associated with impaired lipids),0.5214,0.9331,0.4117,True
Type2_Diabetes,PGS003112,Type_2_Diabetes,Type 2 diabetes (T2D),0.525,0.9331,0.4081,True
Type2_Diabetes,PGS003108,Type_2_Diabetes,Type 2 diabetes (T2D),0.5258,0.9331,0.4073,True
Type2_Diabetes,PGS004082,Type_2_Diabetes,Type 2 diabetes (T2D),0.5258,0.9331,0.4073,True
Type2_Diabetes,PGS000855,Type_2_Diabetes,Type 2 diabetes (based on SNPs associated with lipodystrophy),0.5259,0.9331,0.4072,True
Type2_Diabetes,PGS003100,Type_2_Diabetes,Type 2 diabetes (T2D),0.5259,0.9331,0.4072,True
Type2_Diabetes,PGS003101,Type_2_Diabetes,Type 2 diabetes (T2D),0.5259,0.9331,0.4072,True
Type2_Diabetes,PGS003732,Type_2_Diabetes,Type 2 diabetes (T2D),0.5271,0.9331,0.406,True
Type2_Diabetes,PGS003731,Type_2_Diabetes,Type 2 diabetes (T2D),0.5275,0.9331,0.4056,True
Type2_Diabetes,PGS003445,Type_2_Diabetes,Type 2 diabetes (T2D),0.5282,0.9331,0.4049,True
Type2_Diabetes,PGS003443,Type_2_Diabetes,Type 2 diabetes (T2D),0.5299,0.9331,0.4032,True
Type2_Diabetes,PGS003122,Type_2_Diabetes,Type 2 diabetes (T2D),0.5359,0.9331,0.3972,True
Type2_Diabetes,PGS003353,Type_2_Diabetes,Type 2 diabetes (T2D),0.5364,0.9331,0.3967,True
Type2_Diabetes,PGS004310,Type_2_Diabetes,Type 2 diabetes (T2D),0.5369,0.9331,0.3962,True
Type2_Diabetes,PGS003107,Type_2_Diabetes,Type 2 diabetes (T2D),0.5373,0.9331,0.3958,True
Type2_Diabetes,PGS003090,Type_2_Diabetes,Type 2 diabetes (T2D),0.5404,0.9331,0.3927,True
Type2_Diabetes,PGS004619,Type_2_Diabetes,Type 2 diabetes (T2D),0.541,0.9331,0.3921,True
Type2_Diabetes,PGS004620,Type_2_Diabetes,Type 2 diabetes (T2D),0.5436,0.9331,0.3895,True
Type2_Diabetes,PGS003728,Type_2_Diabetes,Type 2 diabetes (T2D),0.5454,0.9331,0.3877,True
Type2_Diabetes,PGS000853,Type_2_Diabetes,Type 2 diabetes (based on SNPs associated with insulin secretion),0.5462,0.9331,0.3869,True
Type2_Diabetes,PGS004014,Type_2_Diabetes,Type 2 diabetes (T2D),0.5465,0.9331,0.3866,True
Type2_Diabetes,PGS003091,Type_2_Diabetes,Type 2 diabetes (T2D),0.5473,0.9331,0.3858,True
Type2_Diabetes,PGS004312,Type_2_Diabetes,Type 2 diabetes (T2D),0.5496,0.9331,0.3835,True
Type2_Diabetes,PGS003729,Type_2_Diabetes,Type 2 diabetes (T2D),0.5499,0.9331,0.3832,True
Type2_Diabetes,PGS004618,Type_2_Diabetes,Type 2 diabetes (T2D),0.5515,0.9331,0.3816,True
Type2_Diabetes,PGS004184,Type_2_Diabetes,Type 2 diabetes,0.5517,0.9331,0.3814,True
Type2_Diabetes,PGS002524,Type_2_Diabetes,Type 2 diabetes (T2D),0.5522,0.9331,0.3809,True
Type2_Diabetes,PGS005157,Type_2_Diabetes,Type 2 diabetes (T2D),0.5524,0.9331,0.3807,True
Type2_Diabetes,PGS004181,Type_2_Diabetes,Type 2 diabetes,0.5531,0.9331,0.38,True
Type2_Diabetes,PGS000864,Type_2_Diabetes,Type 2 diabetes (T2D),0.554,0.9331,0.3791,True
Type2_Diabetes,PGS002779,Type_2_Diabetes,Incident type 2 diabetes,0.5541,0.9331,0.379,True
Type2_Diabetes,PGS002475,Type_2_Diabetes,Type 2 diabetes (T2D),0.5544,0.9331,0.3787,True
Type2_Diabetes,PGS005243,Type_2_Diabetes,Type 2 diabetes (T2D),0.5569,0.9331,0.3762,True
Type2_Diabetes,PGS005330,Type_2_Diabetes,Type 2 Diabetes Mellitus,0.5575,0.9331,0.3756,True
Type2_Diabetes,PGS004052,Type_2_Diabetes,Type 2 diabetes (T2D),0.5577,0.9331,0.3754,True
Type2_Diabetes,PGS002771,Type_2_Diabetes,Type 2 diabetes (T2D),0.5578,0.9331,0.3753,True
Type2_Diabetes,PGS002026,Type_2_Diabetes,Type 2 diabetes (T2D),0.5579,0.9331,0.3752,True
Type2_Diabetes,PGS004616,Type_2_Diabetes,Type 2 diabetes (T2D),0.5585,0.9331,0.3746,True
Type2_Diabetes,PGS004068,Type_2_Diabetes,Type 2 diabetes (T2D),0.5601,0.9331,0.373,True
Type2_Diabetes,PGS003095,Type_2_Diabetes,Type 2 diabetes (T2D),0.5607,0.9331,0.3724,True
Type2_Diabetes,PGS005027,Type_2_Diabetes,Type 2 diabetes (T2D) (PheCode 250.2),0.562,0.9331,0.3711,False
Type2_Diabetes,PGS003982,Type_2_Diabetes,Type 2 diabetes (T2D),0.5637,0.9331,0.3694,True
Type2_Diabetes,PGS005021,Type_2_Diabetes,Type 2 diabetes (T2D) (PheCode 250.2),0.5637,0.9331,0.3694,False
Type2_Diabetes,PGS003119,Type_2_Diabetes,Type 2 diabetes (T2D),0.5638,0.9331,0.3693,True
Type2_Diabetes,PGS000806,Type_2_Diabetes,Type 2 diabetes (T2D),0.5641,0.9331,0.369,True
Type2_Diabetes,PGS004039,Type_2_Diabetes,Type 2 diabetes (T2D),0.5644,0.9331,0.3687,True
Type2_Diabetes,PGS000125,Type_2_Diabetes,Type 2 diabetes (T2D),0.5654,0.9331,0.3677,True
Type2_Diabetes,PGS005111,Type_2_Diabetes,Type 2 diabetes (T2D),0.5661,0.9331,0.367,True
Type2_Diabetes,PGS004152,Type_2_Diabetes,Type 2 diabetes (T2D),0.5667,0.9331,0.3664,True
Type2_Diabetes,PGS003402,Type_2_Diabetes,Type 2 diabetes (T2D),0.5673,0.9331,0.3658,True
Type2_Diabetes,PGS005326,Type_2_Diabetes,Type 2 Diabetes Mellitus,0.5685,0.9331,0.3646,True
Type2_Diabetes,PGS002379,Type_2_Diabetes,Type 2 diabetes (T2D),0.5708,0.9331,0.3623,True
Type2_Diabetes,PGS004024,Type_2_Diabetes,Type 2 diabetes (T2D),0.571,0.9331,0.3621,True
Type2_Diabetes,PGS003115,Type_2_Diabetes,Type 2 diabetes (T2D),0.5713,0.9331,0.3618,True
Type2_Diabetes,PGS003116,Type_2_Diabetes,Type 2 diabetes (T2D),0.5713,0.9331,0.3618,True
Type2_Diabetes,PGS004313,Type_2_Diabetes,Type 2 diabetes (T2D),0.5713,0.9331,0.3618,True
Type2_Diabetes,PGS005028,Type_2_Diabetes,Type 2 diabetes (T2D) (PheCode 250.2),0.5714,0.9331,0.3617,False
Type2_Diabetes,PGS003104,Type_2_Diabetes,Type 2 diabetes (T2D),0.5717,0.9331,0.3614,True
Type2_Diabetes,PGS004183,Type_2_Diabetes,Type 2 diabetes,0.5718,0.9331,0.3613,True
Type2_Diabetes,PGS005117,Type_2_Diabetes,Type 2 diabetes (T2D),0.5724,0.9331,0.3607,True
Type2_Diabetes,PGS002308,Type_2_Diabetes,Type 2 diabetes (T2D),0.5735,0.9331,0.3596,True
Type2_Diabetes,PGS003998,Type_2_Diabetes,Type 2 diabetes (T2D),0.574,0.9331,0.3591,True
Type2_Diabetes,PGS003089,Type_2_Diabetes,Type 2 diabetes (T2D),0.5743,0.9331,0.3588,True
Type2_Diabetes,PGS004136,Type_2_Diabetes,Type 2 diabetes (T2D),0.5752,0.9331,0.3579,True
Type2_Diabetes,PGS002671,Type_2_Diabetes,Type 2 diabetes (T2D),0.5754,0.9331,0.3577,True
Type2_Diabetes,PGS004602,Type_2_Diabetes,Type 2 diabetes (T2D),0.5759,0.9331,0.3572,True
Type2_Diabetes,PGS005024,Type_2_Diabetes,Type 2 diabetes (T2D) (PheCode 250.2),0.5789,0.9331,0.3542,False
Type2_Diabetes,PGS000856,Type_2_Diabetes,Type 2 diabetes (based on SNPs associated with liver lipids),0.5793,0.9331,0.3538,True
Type2_Diabetes,PGS004311,Type_2_Diabetes,Type 2 diabetes (T2D),0.5793,0.9331,0.3538,True
Type2_Diabetes,PGS000832,Type_2_Diabetes,Type 2 diabetes (T2D),0.5836,0.9331,0.3495,True
Type2_Diabetes,PGS003093,Type_2_Diabetes,Type 2 diabetes (T2D),0.5836,0.9331,0.3495,True
Type2_Diabetes,PGS002780,Type_2_Diabetes,Incident type 2 diabetes,0.5837,0.9331,0.3494,True
Type2_Diabetes,PGS001818,Type_2_Diabetes,Type 2 diabetes (T2D),0.5846,0.9331,0.3485,True
Type2_Diabetes,PGS005110,Type_2_Diabetes,Type 2 diabetes (T2D),0.5853,0.9331,0.3478,True
Type2_Diabetes,PGS000854,Type_2_Diabetes,Type 2 diabetes (based on SNPs associated with beta cell function),0.586,0.9331,0.3471,True
Type2_Diabetes,PGS005246,Type_2_Diabetes,Type 2 diabetes (T2D),0.5872,0.9331,0.3459,True
Type2_Diabetes,PGS003092,Type_2_Diabetes,Type 2 diabetes (T2D),0.5874,0.9331,0.3457,True
Type2_Diabetes,PGS003096,Type_2_Diabetes,Type 2 diabetes (T2D),0.5875,0.9331,0.3456,True
Type2_Diabetes,PGS004838,Type_2_Diabetes,Type 2 diabetes (T2D),0.5879,0.9331,0.3452,True
Type2_Diabetes,PGS004840,Type_2_Diabetes,Type 2 diabetes (T2D),0.5879,0.9331,0.3452,True
Type2_Diabetes,PGS004870,Type_2_Diabetes,Type 2 diabetes (T2D),0.5879,0.9331,0.3452,True
Type2_Diabetes,PGS004617,Type_2_Diabetes,Type 2 diabetes (T2D),0.5893,0.9331,0.3438,True
Type2_Diabetes,PGS001357,Type_2_Diabetes,Type 2 diabetes (T2D),0.5903,0.9331,0.3428,True
Type2_Diabetes,PGS000857,Type_2_Diabetes,Type 2 diabetes (based on SNPs associated with obesity),0.5914,0.9331,0.3417,True
Type2_Diabetes,PGS004226,Type_2_Diabetes,Type 2 diabetes,0.592,0.9331,0.3411,True
Type2_Diabetes,PGS002573,Type_2_Diabetes,Type 2 diabetes (T2D),0.5925,0.9331,0.3406,True
Type2_Diabetes,PGS004615,Type_2_Diabetes,Type 2 diabetes (T2D),0.5925,0.9331,0.3406,True
Type2_Diabetes,PGS005329,Type_2_Diabetes,Type 2 Diabetes Mellitus,0.5936,0.9331,0.3395,True
Type2_Diabetes,PGS005029,Type_2_Diabetes,Type 2 diabetes (T2D) (PheCode 250.2),0.5941,0.9331,0.339,False
Type2_Diabetes,PGS005245,Type_2_Diabetes,Type 2 diabetes (T2D),0.5942,0.9331,0.3389,True
Type2_Diabetes,PGS005032,Type_2_Diabetes,Type 2 diabetes (T2D) (PheCode 250.2),0.595,0.9331,0.3381,False
Type2_Diabetes,PGS003110,Type_2_Diabetes,Type 2 diabetes (T2D),0.5957,0.9331,0.3374,True
Type2_Diabetes,PGS003097,Type_2_Diabetes,Type 2 diabetes (T2D),0.5958,0.9331,0.3373,True
Type2_Diabetes,PGS004859,Type_2_Diabetes,Type 2 diabetes (T2D),0.596,0.9331,0.3371,True
Type2_Diabetes,PGS003111,Type_2_Diabetes,Type 2 diabetes (T2D),0.5972,0.9331,0.3359,True
Type2_Diabetes,PGS003105,Type_2_Diabetes,Type 2 diabetes (T2D),0.5982,0.9331,0.3349,True
Type2_Diabetes,PGS003106,Type_2_Diabetes,Type 2 diabetes (T2D),0.5982,0.9331,0.3349,True
Type2_Diabetes,PGS004887,Type_2_Diabetes,Type 2 diabetes (T2D),0.5996,0.9331,0.3335,True
Type2_Diabetes,PGS005324,Type_2_Diabetes,Type 2 Diabetes Mellitus,0.6005,0.9331,0.3326,True
Type2_Diabetes,PGS005026,Type_2_Diabetes,Type 2 diabetes (T2D) (PheCode 250.2),0.602,0.9331,0.3311,False
Type2_Diabetes,PGS002277,Type_2_Diabetes,Type 2 diabetes (based on SNPs associated with insulin secretion),0.6021,0.9331,0.331,True
Type2_Diabetes,PGS000868,Type_2_Diabetes,Type 2 diabetes (T2D),0.6023,0.9331,0.3308,True
Type2_Diabetes,PGS001295,Type_2_Diabetes,Type 2 diabetes (T2D),0.6032,0.9331,0.3299,True
Type2_Diabetes,PGS000020,Type_2_Diabetes,Type 2 diabetes (T2D),0.6049,0.9331,0.3282,True
Type2_Diabetes,PGS005022,Type_2_Diabetes,Type 2 diabetes (T2D) (PheCode 250.2),0.6049,0.9331,0.3282,False
Type2_Diabetes,PGS004837,Type_2_Diabetes,Type 2 diabetes (T2D),0.6051,0.9331,0.328,True
Type2_Diabetes,PGS004185,Type_2_Diabetes,Type 2 diabetes,0.6054,0.9331,0.3277,True
Type2_Diabetes,PGS005025,Type_2_Diabetes,Type 2 diabetes (T2D) (PheCode 250.2),0.6078,0.9331,0.3253,False
Type2_Diabetes,PGS005247,Type_2_Diabetes,Type 2 diabetes (T2D),0.6081,0.9331,0.325,True
Type2_Diabetes,PGS000713,Type_2_Diabetes,Type 2 diabetes (T2D),0.6093,0.9331,0.3238,True
Type2_Diabetes,PGS000031,Type_2_Diabetes,Type 2 diabetes (T2D),0.6102,0.9331,0.3229,True
Type2_Diabetes,PGS004569,Type_2_Diabetes,Type 2 diabetes (T2D),0.6124,0.9331,0.3207,True
Type2_Diabetes,PGS004223,Type_2_Diabetes,Type 2 diabetes,0.6128,0.9331,0.3203,True
Type2_Diabetes,PGS002354,Type_2_Diabetes,Type 2 diabetes (T2D),0.613,0.9331,0.3201,True
Type2_Diabetes,PGS000804,Type_2_Diabetes,Type 2 diabetes (T2D),0.6137,0.9331,0.3194,True
Type2_Diabetes,PGS004923,Type_2_Diabetes,Type 2 diabetes (T2D),0.6146,0.9331,0.3185,True
Type2_Diabetes,PGS005033,Type_2_Diabetes,Type 2 diabetes (T2D) (PheCode 250.2),0.6155,0.9331,0.3176,False
Type2_Diabetes,PGS004182,Type_2_Diabetes,Type 2 diabetes,0.616,0.9331,0.3171,True
Type2_Diabetes,PGS005328,Type_2_Diabetes,Type 2 Diabetes Mellitus,0.6162,0.9331,0.3169,True
Type2_Diabetes,PGS000805,Type_2_Diabetes,Type 2 diabetes (T2D),0.6175,0.9331,0.3156,True
Type2_Diabetes,PGS003120,Type_2_Diabetes,Type 2 diabetes (T2D),0.6175,0.9331,0.3156,True
Type2_Diabetes,PGS003121,Type_2_Diabetes,Type 2 diabetes (T2D),0.6175,0.9331,0.3156,True
Type2_Diabetes,PGS003099,Type_2_Diabetes,Type 2 diabetes (T2D),0.6193,0.9331,0.3138,True
Type2_Diabetes,PGS004323,Type_2_Diabetes,Type 2 diabetes,0.6197,0.9331,0.3134,True
